,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
7052,21-02-2021,Women's Street Footwear,South,West Gear,Online,Arkansas,15,14,9
7053,20-11-2021,Women's Street Footwear,South,West Gear,Online,Arkansas,23,21,9
7054,19-12-2021,Women's Street Footwear,South,West Gear,Online,Arkansas,55,69,13
7055,23-01-2021,Women's Street Footwear,South,West Gear,Online,Arkansas,15,15,10
7056,19-03-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,10,275,28
7057,20-04-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,15,338,23
7058,19-09-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,15,413,28
7059,21-10-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,20,450,23
7060,19-05-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,35,963,28
7061,21-06-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,40,1300,33
7062,19-07-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,45,1688,38
7063,20-08-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,50,1875,38
7064,19-03-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,9,7,8
7065,19-09-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,14,10,7
7066,21-10-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,20,11,6
7067,19-05-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,34,24,7
7068,21-06-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,36,32,9
7069,20-04-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,14,10,7
7070,20-08-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,47,53,11
7071,19-07-2021,Women's Street Footwear,South,West Gear,Online,Oklahoma,44,41,9
7072,04-02-2021,Men's Apparel,West,Foot Locker,Online,Idaho,40,1000,25
7073,04-02-2021,Men's Apparel,West,Foot Locker,Online,Idaho,39,27,7
7074,04-12-2021,Men's Apparel,West,Foot Locker,Online,Idaho,55,2613,48
7075,04-12-2021,Men's Apparel,West,Foot Locker,Online,Idaho,50,67,13
7076,06-03-2021,Men's Athletic Footwear,West,Foot Locker,Online,Idaho,40,2500,63
7077,04-12-2021,Men's Athletic Footwear,West,Foot Locker,Online,Idaho,55,4263,78
7078,08-08-2021,Men's Athletic Footwear,West,Foot Locker,Online,Idaho,55,4125,75
7079,06-03-2021,Men's Athletic Footwear,West,Foot Locker,Online,Idaho,36,61,17
7080,08-08-2021,Men's Athletic Footwear,West,Foot Locker,Online,Idaho,53,103,20
7081,04-12-2021,Men's Athletic Footwear,West,Foot Locker,Online,Idaho,51,107,21
7082,06-03-2021,Men's Street Footwear,West,Foot Locker,Online,Idaho,30,1875,63
7083,08-08-2021,Men's Street Footwear,West,Foot Locker,Online,Idaho,50,3750,75
7084,04-12-2021,Men's Street Footwear,West,Foot Locker,Online,Idaho,55,4263,78
7085,06-03-2021,Men's Street Footwear,West,Foot Locker,Online,Idaho,28,44,16
7086,04-12-2021,Men's Street Footwear,West,Foot Locker,Online,Idaho,54,126,23
7087,08-08-2021,Men's Street Footwear,West,Foot Locker,Online,Idaho,46,97,21
7088,04-02-2021,Women's Apparel,West,Foot Locker,Online,Idaho,35,1575,45
7089,04-02-2021,Women's Apparel,West,Foot Locker,Online,Idaho,34,45,13
7090,04-12-2021,Women's Apparel,West,Foot Locker,Online,Idaho,65,4713,73
7091,06-07-2021,Women's Apparel,West,Foot Locker,Online,Idaho,65,5200,80
7092,04-12-2021,Women's Apparel,West,Foot Locker,Online,Idaho,60,118,20
7093,06-07-2021,Women's Apparel,West,Foot Locker,Online,Idaho,64,133,21
7094,04-02-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,35,1313,38
7095,06-03-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,35,1225,35
7096,08-08-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,50,2375,48
7097,04-12-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,60,3150,53
7098,04-02-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,32,35,11
7099,06-03-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,33,35,11
7100,08-08-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,48,60,12
7101,04-12-2021,Women's Athletic Footwear,West,Foot Locker,Online,Idaho,59,84,14
7102,06-03-2021,Women's Street Footwear,West,Foot Locker,Online,Idaho,30,1350,45
7103,08-08-2021,Women's Street Footwear,West,Foot Locker,Online,Idaho,50,4625,93
7104,04-12-2021,Women's Street Footwear,West,Foot Locker,Online,Idaho,60,4050,68
7105,06-03-2021,Women's Street Footwear,West,Foot Locker,Online,Idaho,28,32,11
7106,04-12-2021,Women's Street Footwear,West,Foot Locker,Online,Idaho,56,99,18
7107,08-08-2021,Women's Street Footwear,West,Foot Locker,Online,Idaho,46,115,25
7108,04-10-2021,Men's Apparel,West,Sports Direct,Online,Idaho,35,1225,35
7109,05-11-2021,Men's Apparel,West,Sports Direct,Online,Idaho,55,2338,43
7110,05-09-2021,Men's Apparel,West,Sports Direct,Online,Idaho,55,2200,40
7111,08-08-2021,Men's Apparel,West,Sports Direct,Online,Idaho,55,2613,48
7112,05-09-2021,Men's Apparel,West,Sports Direct,Online,Idaho,50,52,10
7113,08-08-2021,Men's Apparel,West,Sports Direct,Online,Idaho,52,69,13
7114,04-10-2021,Men's Apparel,West,Sports Direct,Online,Idaho,32,29,9
7115,05-11-2021,Men's Apparel,West,Sports Direct,Online,Idaho,54,57,11
7116,05-11-2021,Men's Athletic Footwear,West,Sports Direct,Online,Idaho,35,2363,68
7117,04-10-2021,Men's Athletic Footwear,West,Sports Direct,Online,Idaho,40,2300,58
7118,05-09-2021,Men's Athletic Footwear,West,Sports Direct,Online,Idaho,55,3438,63
7119,05-11-2021,Men's Athletic Footwear,West,Sports Direct,Online,Idaho,32,60,19
7120,05-09-2021,Men's Athletic Footwear,West,Sports Direct,Online,Idaho,50,94,19
7121,04-10-2021,Men's Athletic Footwear,West,Sports Direct,Online,Idaho,37,64,17
7122,05-11-2021,Men's Street Footwear,West,Sports Direct,Online,Idaho,35,2363,68
7123,04-10-2021,Men's Street Footwear,West,Sports Direct,Online,Idaho,40,2300,58
7124,05-09-2021,Men's Street Footwear,West,Sports Direct,Online,Idaho,55,3713,68
7125,05-09-2021,Men's Street Footwear,West,Sports Direct,Online,Idaho,50,88,18
7126,04-10-2021,Men's Street Footwear,West,Sports Direct,Online,Idaho,36,60,17
7127,05-11-2021,Men's Street Footwear,West,Sports Direct,Online,Idaho,33,60,18
7128,04-10-2021,Women's Apparel,West,Sports Direct,Online,Idaho,45,2363,53
7129,05-09-2021,Women's Apparel,West,Sports Direct,Online,Idaho,50,3125,63
7130,08-08-2021,Women's Apparel,West,Sports Direct,Online,Idaho,60,4350,73
7131,05-11-2021,Women's Apparel,West,Sports Direct,Online,Idaho,65,4063,63
7132,04-10-2021,Women's Apparel,West,Sports Direct,Online,Idaho,42,60,14
7133,05-09-2021,Women's Apparel,West,Sports Direct,Online,Idaho,49,89,18
7134,05-11-2021,Women's Apparel,West,Sports Direct,Online,Idaho,63,103,16
7135,08-08-2021,Women's Apparel,West,Sports Direct,Online,Idaho,54,106,20
7136,04-10-2021,Women's Athletic Footwear,West,Sports Direct,Online,Idaho,45,1688,38
7137,05-09-2021,Women's Athletic Footwear,West,Sports Direct,Online,Idaho,60,2400,40
7138,05-11-2021,Women's Athletic Footwear,West,Sports Direct,Online,Idaho,60,2700,45
7139,05-11-2021,Women's Athletic Footwear,West,Sports Direct,Online,Idaho,54,66,12
7140,05-09-2021,Women's Athletic Footwear,West,Sports Direct,Online,Idaho,55,64,12
7141,04-10-2021,Women's Athletic Footwear,West,Sports Direct,Online,Idaho,44,44,10
7142,04-10-2021,Women's Street Footwear,West,Sports Direct,Online,Idaho,45,2363,53
7143,05-11-2021,Women's Street Footwear,West,Sports Direct,Online,Idaho,60,3600,60
7144,05-09-2021,Women's Street Footwear,West,Sports Direct,Online,Idaho,60,4050,68
7145,04-10-2021,Women's Street Footwear,West,Sports Direct,Online,Idaho,41,54,13
7146,05-09-2021,Women's Street Footwear,West,Sports Direct,Online,Idaho,56,102,18
7147,05-11-2021,Women's Street Footwear,West,Sports Direct,Online,Idaho,58,87,15
7148,05-04-2021,Men's Apparel,West,West Gear,Online,Idaho,35,963,28
7149,06-03-2021,Men's Apparel,West,West Gear,Online,Idaho,40,1000,25
7150,05-05-2021,Men's Apparel,West,West Gear,Online,Idaho,50,2000,40
7151,04-06-2021,Men's Apparel,West,West Gear,Online,Idaho,55,2475,45
7152,06-07-2021,Men's Apparel,West,West Gear,Online,Idaho,55,2888,53
7153,05-05-2021,Men's Apparel,West,West Gear,Online,Idaho,47,56,12
7154,05-04-2021,Men's Apparel,West,West Gear,Online,Idaho,34,24,7
7155,04-06-2021,Men's Apparel,West,West Gear,Online,Idaho,52,61,12
7156,06-03-2021,Men's Apparel,West,West Gear,Online,Idaho,37,28,8
7157,06-07-2021,Men's Apparel,West,West Gear,Online,Idaho,53,69,13
7158,05-04-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,30,1950,65
7159,05-05-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,30,2175,73
7160,04-06-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,50,3750,75
7161,06-07-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,55,4263,78
7162,05-05-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,28,55,20
7163,05-04-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,29,57,20
7164,04-06-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,46,86,19
7165,06-07-2021,Men's Athletic Footwear,West,West Gear,Online,Idaho,52,105,20
7166,05-04-2021,Men's Street Footwear,West,West Gear,Online,Idaho,20,1300,65
7167,05-05-2021,Men's Street Footwear,West,West Gear,Online,Idaho,20,1400,70
7168,04-06-2021,Men's Street Footwear,West,West Gear,Online,Idaho,45,3375,75
7169,06-07-2021,Men's Street Footwear,West,West Gear,Online,Idaho,50,3875,78
7170,05-04-2021,Men's Street Footwear,West,West Gear,Online,Idaho,19,37,20
7171,04-06-2021,Men's Street Footwear,West,West Gear,Online,Idaho,42,82,20
7172,05-05-2021,Men's Street Footwear,West,West Gear,Online,Idaho,18,37,20
7173,06-07-2021,Men's Street Footwear,West,West Gear,Online,Idaho,48,104,22
7174,05-04-2021,Women's Apparel,West,West Gear,Online,Idaho,30,1650,55
7175,06-03-2021,Women's Apparel,West,West Gear,Online,Idaho,35,1400,40
7176,05-05-2021,Women's Apparel,West,West Gear,Online,Idaho,45,3375,75
7177,04-06-2021,Women's Apparel,West,West Gear,Online,Idaho,60,4950,83
7178,05-04-2021,Women's Apparel,West,West Gear,Online,Idaho,28,39,14
7179,04-06-2021,Women's Apparel,West,West Gear,Online,Idaho,55,127,23
7180,05-05-2021,Women's Apparel,West,West Gear,Online,Idaho,42,92,22
7181,06-03-2021,Women's Apparel,West,West Gear,Online,Idaho,33,38,12
7182,05-04-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,30,1125,38
7183,05-05-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,35,1750,50
7184,04-06-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,50,2750,55
7185,06-07-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,50,2625,53
7186,05-04-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,29,33,11
7187,05-05-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,33,43,13
7188,04-06-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,48,69,14
7189,06-07-2021,Women's Athletic Footwear,West,West Gear,Online,Idaho,47,64,14
7190,05-04-2021,Women's Street Footwear,West,West Gear,Online,Idaho,25,1188,48
7191,05-05-2021,Women's Street Footwear,West,West Gear,Online,Idaho,25,1438,58
7192,04-06-2021,Women's Street Footwear,West,West Gear,Online,Idaho,50,3000,60
7193,06-07-2021,Women's Street Footwear,West,West Gear,Online,Idaho,50,4625,93
7194,05-05-2021,Women's Street Footwear,West,West Gear,Online,Idaho,23,38,17
7195,05-04-2021,Women's Street Footwear,West,West Gear,Online,Idaho,24,33,14
7196,04-06-2021,Women's Street Footwear,West,West Gear,Online,Idaho,47,82,17
7197,06-07-2021,Women's Street Footwear,West,West Gear,Online,Idaho,46,111,24
7198,10-01-2021,Men's Athletic Footwear,Northeast,West Gear,Outlet,Maine,45,1688,38
7199,03-01-2020,Men's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,35,47,14
7200,10-01-2021,Men's Street Footwear,Northeast,West Gear,Outlet,Maine,35,1313,38
7201,02-01-2020,Men's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,27,43,16
7202,10-01-2021,Women's Athletic Footwear,Northeast,West Gear,Outlet,Maine,45,1013,23
7203,05-01-2020,Women's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,34,31,9
7204,10-01-2021,Women's Street Footwear,Northeast,West Gear,Outlet,Maine,45,1688,38
7205,04-01-2020,Women's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,36,50,14
7206,16-12-2021,Men's Apparel,South,Foot Locker,Outlet,Louisiana,55,92,17
7207,16-12-2021,Women's Apparel,South,Foot Locker,Outlet,Louisiana,59,114,19
7208,16-12-2021,Women's Athletic Footwear,South,Foot Locker,Outlet,Louisiana,53,102,19
7209,16-12-2021,Women's Street Footwear,South,Foot Locker,Outlet,Louisiana,53,102,19
7210,17-02-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,33,17,5
7211,17-11-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,53,78,15
7212,17-06-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,70,107,15
7213,18-05-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,32,25,8
7214,17-10-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,39,44,11
7215,18-09-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,41,34,8
7216,17-08-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,47,71,15
7217,16-07-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,73,161,22
7218,17-04-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,34,19,6
7219,16-03-2021,Men's Apparel,South,West Gear,Outlet,Louisiana,40,20,5
7220,18-09-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,40,70,18
7221,16-03-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,38,46,12
7222,18-05-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,40,51,13
7223,16-12-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,52,129,25
7224,17-08-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,57,146,26
7225,17-10-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,34,63,18
7226,17-06-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,55,123,22
7227,17-04-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,36,39,11
7228,16-07-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,67,166,25
7229,17-11-2021,Men's Athletic Footwear,South,West Gear,Outlet,Louisiana,35,78,22
7230,02-11-2020,Men's Athletic Footwear,South,West Gear,Outlet,Texas,33,82,25
7231,18-09-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,33,58,18
7232,17-10-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,25,31,12
7233,18-05-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,32,56,18
7234,16-07-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,62,190,31
7235,16-03-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,29,52,18
7236,16-12-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,46,125,27
7237,17-11-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,28,61,22
7238,17-04-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,38,64,17
7239,17-06-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,47,120,26
7240,17-08-2021,Men's Street Footwear,South,West Gear,Outlet,Louisiana,73,186,26
7241,01-11-2020,Men's Street Footwear,South,West Gear,Outlet,Texas,30,79,26
7242,16-03-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,29,32,11
7243,17-02-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,32,42,13
7244,17-04-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,39,48,12
7245,17-08-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,46,47,10
7246,18-09-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,30,27,9
7247,17-10-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,44,62,14
7248,18-05-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,46,82,18
7249,17-11-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,64,115,18
7250,17-06-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,80,198,25
7251,16-07-2021,Women's Apparel,South,West Gear,Outlet,Louisiana,81,168,21
7252,18-09-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,34,27,8
7253,17-10-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,31,37,12
7254,18-05-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,33,33,10
7255,16-03-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,43,41,10
7256,17-04-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,27,25,9
7257,16-07-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,62,123,20
7258,17-11-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,40,62,16
7259,17-02-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,33,25,8
7260,17-08-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,55,79,14
7261,17-06-2021,Women's Athletic Footwear,South,West Gear,Outlet,Louisiana,59,109,18
7262,04-11-2020,Women's Athletic Footwear,South,West Gear,Outlet,Texas,35,77,22
7263,18-05-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,37,50,14
7264,17-04-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,40,48,12
7265,17-08-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,50,109,22
7266,17-06-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,55,116,21
7267,17-10-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,33,42,13
7268,16-03-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,39,47,12
7269,18-09-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,30,29,10
7270,17-11-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,30,47,16
7271,16-07-2021,Women's Street Footwear,South,West Gear,Outlet,Louisiana,69,145,21
7272,03-11-2020,Women's Street Footwear,South,West Gear,Outlet,Texas,33,89,27
7273,12-12-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Georgia,44,53,12
7274,24-04-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,40,16,4
7275,23-03-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,43,14,3
7276,25-05-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,34,18,5
7277,23-07-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,72,151,21
7278,24-11-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,56,76,14
7279,24-02-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,29,11,4
7280,24-08-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,51,67,13
7281,24-06-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,68,87,13
7282,25-09-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,39,29,7
7283,24-10-2021,Men's Apparel,Southeast,Foot Locker,Outlet,Virginia,42,44,11
7284,24-11-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,34,75,22
7285,24-10-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,39,67,17
7286,23-07-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,60,134,22
7287,25-09-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,43,66,15
7288,23-03-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,35,34,10
7289,25-05-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,40,42,11
7290,24-04-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,44,37,9
7291,24-06-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,45,99,22
7292,23-12-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,54,122,23
7293,24-08-2021,Men's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,53,127,24
7294,24-06-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,37,86,23
7295,24-04-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,38,56,15
7296,23-07-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,60,163,27
7297,23-03-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,30,49,16
7298,24-10-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,28,33,12
7299,25-05-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,39,68,18
7300,23-12-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,49,122,25
7301,24-08-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,67,182,27
7302,24-11-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,34,59,17
7303,25-09-2021,Men's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,35,52,15
7304,12-12-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Georgia,47,75,16
7305,24-10-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,40,44,11
7306,24-11-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,60,106,18
7307,23-07-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,82,153,19
7308,24-08-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,55,44,8
7309,25-05-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,44,74,17
7310,24-02-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,30,32,11
7311,25-09-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,33,27,8
7312,23-03-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,35,36,10
7313,24-04-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,47,42,9
7314,24-06-2021,Women's Apparel,Southeast,Foot Locker,Outlet,Virginia,82,189,23
7315,12-12-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Georgia,40,57,14
7316,24-10-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,31,31,10
7317,25-05-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,33,28,9
7318,24-11-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,36,52,14
7319,23-03-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,38,30,8
7320,24-08-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,52,71,14
7321,25-09-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,37,26,7
7322,24-02-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,28,18,6
7323,24-06-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,61,112,18
7324,24-04-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,32,22,7
7325,23-07-2021,Women's Athletic Footwear,Southeast,Foot Locker,Outlet,Virginia,65,122,19
7326,12-12-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Georgia,36,53,15
7327,25-05-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,37,40,11
7328,24-04-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,41,47,11
7329,24-08-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,53,114,22
7330,24-06-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,58,121,21
7331,23-07-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,62,129,21
7332,24-11-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,33,47,14
7333,25-09-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,34,27,8
7334,23-03-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,43,48,11
7335,24-10-2021,Women's Street Footwear,Southeast,Foot Locker,Outlet,Virginia,39,46,12
7336,17-02-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Florida,55,1100,20
7337,16-03-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Florida,65,1138,18
7338,17-02-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Florida,44,27,6
7339,16-03-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Florida,44,26,6
7340,14-09-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,36,48,13
7341,12-07-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,39,63,16
7342,13-11-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,47,56,12
7343,13-02-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,34,20,6
7344,13-06-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,42,39,9
7345,13-08-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,51,71,14
7346,13-10-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,41,42,10
7347,12-03-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,41,18,5
7348,13-04-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,38,21,6
7349,14-05-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Georgia,39,29,7
7350,23-12-2021,Men's Apparel,Southeast,Sports Direct,Outlet,Virginia,59,93,16
7351,16-03-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Florida,60,2400,40
7352,16-03-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Florida,44,55,12
7353,13-10-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,34,59,17
7354,13-04-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,40,44,11
7355,13-08-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,44,88,20
7356,12-03-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,37,42,11
7357,14-09-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,38,75,20
7358,13-11-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,40,74,18
7359,13-06-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,41,67,16
7360,14-05-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,36,49,14
7361,12-07-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,37,64,17
7362,12-12-2021,Men's Athletic Footwear,Southeast,Sports Direct,Outlet,Georgia,39,87,22
7363,16-03-2021,Men's Street Footwear,Southeast,Sports Direct,Outlet,Florida,50,2750,55
